coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKG	geneLoc	geneNum	Score
Capsule_12	K22_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	K22_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	K22_2	218262_3	k141_218262	2186	3241	-	1056	9	0.0124663	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M10_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M10_2	43711_5	k141_43711	3795	4805	-	1011	3	0.00134258	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M10_2	93031_7	k141_93031	7105	8103	+	999	19	0.00860516	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M10_2	81666_5	k141_81666	2246	3244	+	999	42	0.0190219	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M10_2	276453_25	k141_276453	24061	25113	-	1053	42	0.0180465	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M10_2	218262_5	k141_218262	4068	5102	-	1035	67	0.0292891	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M10_2	89197_2	k141_89197	305	1237	-	933	12	0.0058193	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M10_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M10_2	277439_1	k141_277439	3	683	+	681	1	0.000664391	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M10_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M10_2	93031_8	k141_93031	8105	8893	+	789	30	0.0172034	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M10_2	81666_6	k141_81666	3246	4034	+	789	34	0.0194972	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M10_2	71385_2	k141_71385	240	1028	+	789	2	0.0011469	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M10_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M10_2	276453_24	k141_276453	23265	24059	-	795	26	0.0147971	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M10_2	218262_4	k141_218262	3260	4051	-	792	40	0.022851	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M10_2	94413_1	k141_94413	3	728	+	726	6	0.00373926	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M10_2	276453_23	k141_276453	22290	23252	-	963	36	0.016914	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M10_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M10_2	81666_7	k141_81666	4048	5013	+	966	30	0.0140513	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M10_2	93031_9	k141_93031	8909	9874	+	966	16	0.007494	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M10_2	43711_3	k141_43711	2021	2989	-	969	3	0.00140078	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M10_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M10_2	218262_3	k141_218262	2186	3241	-	1056	54	0.0231367	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M12_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M12_2	43711_5	k141_43711	3795	4805	-	1011	2	0.00134329	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M12_2	93031_7	k141_93031	7105	8103	+	999	9	0.00611743	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M12_2	81666_5	k141_81666	2246	3244	+	999	13	0.00883628	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M12_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M12_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M12_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M12_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M12_2	277439_1	k141_277439	3	683	+	681	1	0.000997114	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M12_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M12_2	93031_8	k141_93031	8105	8893	+	789	7	0.00602439	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M12_2	81666_6	k141_81666	3246	4034	+	789	4	0.00344251	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M12_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M12_2	43711_4	k141_43711	3003	3794	-	792	3	0.0025721	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M12_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M12_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M12_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M12_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M12_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M12_2	81666_7	k141_81666	4048	5013	+	966	9	0.00632641	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M12_2	93031_9	k141_93031	8909	9874	+	966	11	0.00773228	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M12_2	43711_3	k141_43711	2021	2989	-	969	6	0.00420455	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M12_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M12_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M14_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M14_2	43711_5	k141_43711	3795	4805	-	1011	88	0.0661367	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M14_2	93031_7	k141_93031	7105	8103	+	999	4	0.00304232	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M14_2	81666_5	k141_81666	2246	3244	+	999	42	0.0319444	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M14_2	276453_25	k141_276453	24061	25113	-	1053	25	0.0180394	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M14_2	218262_5	k141_218262	4068	5102	-	1035	61	0.0447817	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M14_2	89197_2	k141_89197	305	1237	-	933	1	0.000814384	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M14_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M14_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M14_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M14_2	93031_8	k141_93031	8105	8893	+	789	15	0.0144453	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M14_2	81666_6	k141_81666	3246	4034	+	789	49	0.0471878	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M14_2	71385_2	k141_71385	240	1028	+	789	2	0.00192603	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M14_2	43711_4	k141_43711	3003	3794	-	792	52	0.0498872	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M14_2	276453_24	k141_276453	23265	24059	-	795	21	0.0200707	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M14_2	218262_4	k141_218262	3260	4051	-	792	18	0.0172686	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M14_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M14_2	276453_23	k141_276453	22290	23252	-	963	19	0.0149913	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M14_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M14_2	81666_7	k141_81666	4048	5013	+	966	58	0.0456207	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M14_2	93031_9	k141_93031	8909	9874	+	966	11	0.0086522	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M14_2	43711_3	k141_43711	2021	2989	-	969	57	0.0446953	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M14_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M14_2	218262_3	k141_218262	2186	3241	-	1056	42	0.0302201	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M18_2	89630_4	k141_89630	2153	3169	-	1017	8	0.00383008	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M18_2	43711_5	k141_43711	3795	4805	-	1011	1	0.000481601	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M18_2	93031_7	k141_93031	7105	8103	+	999	26	0.012672	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M18_2	81666_5	k141_81666	2246	3244	+	999	85	0.0414278	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M18_2	276453_25	k141_276453	24061	25113	-	1053	18	0.00832306	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M18_2	218262_5	k141_218262	4068	5102	-	1035	40	0.0188174	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M18_2	89197_2	k141_89197	305	1237	-	933	9	0.00469678	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M18_2	63953_1	k141_63953	4	1050	-	1047	14	0.00651059	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M18_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M18_2	89630_3	k141_89630	1366	2160	-	795	7	0.00428716	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M18_2	93031_8	k141_93031	8105	8893	+	789	16	0.00987375	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M18_2	81666_6	k141_81666	3246	4034	+	789	52	0.0320897	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M18_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M18_2	43711_4	k141_43711	3003	3794	-	792	2	0.00122954	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M18_2	276453_24	k141_276453	23265	24059	-	795	4	0.00244981	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M18_2	218262_4	k141_218262	3260	4051	-	792	34	0.0209022	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M18_2	94413_1	k141_94413	3	728	+	726	9	0.00603594	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M18_2	276453_23	k141_276453	22290	23252	-	963	10	0.00505607	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M18_2	89630_2	k141_89630	381	1352	-	972	6	0.00300555	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M18_2	81666_7	k141_81666	4048	5013	+	966	89	0.0448592	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M18_2	93031_9	k141_93031	8909	9874	+	966	40	0.0201615	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M18_2	43711_3	k141_43711	2021	2989	-	969	1	0.000502476	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M18_2	76077_2	k141_76077	376	1359	+	984	15	0.00742224	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M18_2	218262_3	k141_218262	2186	3241	-	1056	65	0.0299701	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M2_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M2_2	43711_5	k141_43711	3795	4805	-	1011	5	0.0026033	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M2_2	93031_7	k141_93031	7105	8103	+	999	9	0.00474222	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M2_2	81666_5	k141_81666	2246	3244	+	999	130	0.0684988	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M2_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M2_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M2_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M2_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M2_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M2_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M2_2	93031_8	k141_93031	8105	8893	+	789	5	0.00333578	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M2_2	81666_6	k141_81666	3246	4034	+	789	64	0.042698	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M2_2	71385_2	k141_71385	240	1028	+	789	10	0.00667157	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M2_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M2_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M2_2	218262_4	k141_218262	3260	4051	-	792	0	0	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M2_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M2_2	276453_23	k141_276453	22290	23252	-	963	1	0.000546611	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M2_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M2_2	81666_7	k141_81666	4048	5013	+	966	99	0.0539465	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M2_2	93031_9	k141_93031	8909	9874	+	966	3	0.00163474	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M2_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M2_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M2_2	218262_3	k141_218262	2186	3241	-	1056	0	0	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M6_2	89630_4	k141_89630	2153	3169	-	1017	0	0	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M6_2	43711_5	k141_43711	3795	4805	-	1011	1	0.000446004	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M6_2	93031_7	k141_93031	7105	8103	+	999	68	0.0306926	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M6_2	81666_5	k141_81666	2246	3244	+	999	86	0.0388171	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M6_2	276453_25	k141_276453	24061	25113	-	1053	2	0.00085643	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M6_2	218262_5	k141_218262	4068	5102	-	1035	7	0.00304964	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M6_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M6_2	63953_1	k141_63953	4	1050	-	1047	6	0.00258401	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M6_2	277439_1	k141_277439	3	683	+	681	8	0.00529704	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M6_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M6_2	93031_8	k141_93031	8105	8893	+	789	65	0.0371473	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M6_2	81666_6	k141_81666	3246	4034	+	789	64	0.0365758	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M6_2	71385_2	k141_71385	240	1028	+	789	1	0.000571496	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M6_2	43711_4	k141_43711	3003	3794	-	792	0	0	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M6_2	276453_24	k141_276453	23265	24059	-	795	2	0.00113437	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M6_2	218262_4	k141_218262	3260	4051	-	792	5	0.00284666	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M6_2	94413_1	k141_94413	3	728	+	726	2	0.00124218	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M6_2	276453_23	k141_276453	22290	23252	-	963	2	0.00093647	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M6_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M6_2	81666_7	k141_81666	4048	5013	+	966	92	0.0429439	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M6_2	93031_9	k141_93031	8909	9874	+	966	95	0.0443442	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M6_2	43711_3	k141_43711	2021	2989	-	969	0	0	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M6_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M6_2	218262_3	k141_218262	2186	3241	-	1056	15	0.00640498	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_12	M8_2	89630_4	k141_89630	2153	3169	-	1017	2	0.000573756	Capsule_12.k141_89630_4/1-334	Capsule_12.k141_89630_4	563.3
Capsule_12	M8_2	43711_5	k141_43711	3795	4805	-	1011	2	0.000577161	Capsule_12.k141_43711_5/1-329	Capsule_12.k141_43711_5	503.2
Capsule_12	M8_2	93031_7	k141_93031	7105	8103	+	999	54	0.0157705	Capsule_12.k141_93031_7/1-328	Capsule_12.k141_93031_7	489.8
Capsule_12	M8_2	81666_5	k141_81666	2246	3244	+	999	73	0.0213194	Capsule_12.k141_81666_5/1-328	Capsule_12.k141_81666_5	479.0
Capsule_12	M8_2	276453_25	k141_276453	24061	25113	-	1053	0	0	Capsule_12.k141_276453_25/1-345	Capsule_12.k141_276453_25	472.9
Capsule_12	M8_2	218262_5	k141_218262	4068	5102	-	1035	0	0	Capsule_12.k141_218262_5/1-338	Capsule_12.k141_218262_5	429.4
Capsule_12	M8_2	89197_2	k141_89197	305	1237	-	933	0	0	Capsule_12.k141_89197_2/3-300	Capsule_12.k141_89197_2	396.4
Capsule_12	M8_2	63953_1	k141_63953	4	1050	-	1047	0	0	Capsule_12.k141_63953_1/1-342	Capsule_12.k141_63953_1	369.6
Capsule_12	M8_2	277439_1	k141_277439	3	683	+	681	0	0	Capsule_12.k141_277439_1/2-220	Capsule_12.k141_277439_1	348.7
Capsule_12	M8_2	89630_3	k141_89630	1366	2160	-	795	0	0	Capsule_12.k141_89630_3/4-264	Capsule_12.k141_89630_3	472.1
Capsule_12	M8_2	93031_8	k141_93031	8105	8893	+	789	50	0.0184889	Capsule_12.k141_93031_8/3-262	Capsule_12.k141_93031_8	434.9
Capsule_12	M8_2	81666_6	k141_81666	3246	4034	+	789	77	0.0284729	Capsule_12.k141_81666_6/3-262	Capsule_12.k141_81666_6	434.3
Capsule_12	M8_2	71385_2	k141_71385	240	1028	+	789	0	0	Capsule_12.k141_71385_2/3-262	Capsule_12.k141_71385_2	432.6
Capsule_12	M8_2	43711_4	k141_43711	3003	3794	-	792	1	0.000368378	Capsule_12.k141_43711_4/2-263	Capsule_12.k141_43711_4	421.2
Capsule_12	M8_2	276453_24	k141_276453	23265	24059	-	795	0	0	Capsule_12.k141_276453_24/5-264	Capsule_12.k141_276453_24	420.0
Capsule_12	M8_2	218262_4	k141_218262	3260	4051	-	792	6	0.00221027	Capsule_12.k141_218262_4/4-263	Capsule_12.k141_218262_4	330.6
Capsule_12	M8_2	94413_1	k141_94413	3	728	+	726	0	0	Capsule_12.k141_94413_1/1-241	Capsule_12.k141_94413_1	318.4
Capsule_12	M8_2	276453_23	k141_276453	22290	23252	-	963	0	0	Capsule_12.k141_276453_23/2-315	Capsule_12.k141_276453_23	566.0
Capsule_12	M8_2	89630_2	k141_89630	381	1352	-	972	0	0	Capsule_12.k141_89630_2/2-315	Capsule_12.k141_89630_2	559.5
Capsule_12	M8_2	81666_7	k141_81666	4048	5013	+	966	62	0.0187255	Capsule_12.k141_81666_7/2-315	Capsule_12.k141_81666_7	528.2
Capsule_12	M8_2	93031_9	k141_93031	8909	9874	+	966	72	0.0217457	Capsule_12.k141_93031_9/2-315	Capsule_12.k141_93031_9	527.0
Capsule_12	M8_2	43711_3	k141_43711	2021	2989	-	969	5	0.00150544	Capsule_12.k141_43711_3/4-317	Capsule_12.k141_43711_3	525.1
Capsule_12	M8_2	76077_2	k141_76077	376	1359	+	984	0	0	Capsule_12.k141_76077_2/6-319	Capsule_12.k141_76077_2	489.0
Capsule_12	M8_2	218262_3	k141_218262	2186	3241	-	1056	1	0.000276283	Capsule_12.k141_218262_3/4-321	Capsule_12.k141_218262_3	374.5
Capsule_4	D15_1	22501_1	k141_22501	2	958	+	957	0	0	Capsule_4.k141_22501_1/2-311	Capsule_4.k141_22501_1	486.6
Capsule_4	D15_1	12653_25	k141_12653	20844	21842	+	999	10	0.00845571	Capsule_4.k141_12653_25/1-328	Capsule_4.k141_12653_25	481.7
Capsule_4	D15_1	20405_4	k141_20405	5918	6952	+	1035	0	0	Capsule_4.k141_20405_4/1-338	Capsule_4.k141_20405_4	429.2
Capsule_4	D15_1	349_2	k141_349	1188	2234	-	1047	0	0	Capsule_4.k141_349_2/1-342	Capsule_4.k141_349_2	369.0
Capsule_4	D15_1	12653_26	k141_12653	21844	22632	+	789	10	0.0107063	Capsule_4.k141_12653_26/3-262	Capsule_4.k141_12653_26	432.3
Capsule_4	D15_1	20405_5	k141_20405	6969	7760	+	792	0	0	Capsule_4.k141_20405_5/4-263	Capsule_4.k141_20405_5	330.1
Capsule_4	D15_1	349_1	k141_349	395	1183	-	789	3	0.00321189	Capsule_4.k141_349_1/5-262	Capsule_4.k141_349_1	320.0
Capsule_4	D15_1	12653_27	k141_12653	22646	23611	+	966	5	0.00437229	Capsule_4.k141_12653_27/2-315	Capsule_4.k141_12653_27	528.5
Capsule_4	D15_1	42421_1	k141_42421	3	812	+	810	0	0	Capsule_4.k141_42421_1/2-264	Capsule_4.k141_42421_1	462.0
