coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKG	geneLoc	geneNum	Score
Capsule_6	A6_2	50032_17	k141_50032	13305	14108	-	804	4	0.00374355	Capsule_6.k141_50032_17/9-267	Capsule_6.k141_50032_17	346.3
Capsule_6	A6_2	169180_2	k141_169180	361	1329	-	969	0	0	Capsule_6.k141_169180_2/4-317	Capsule_6.k141_169180_2	526.4
Capsule_6	A6_2	11803_5	k141_11803	2753	3718	+	966	5	0.00389469	Capsule_6.k141_11803_5/2-315	Capsule_6.k141_11803_5	525.2
Capsule_6	A6_2	160260_3	k141_160260	1570	2535	+	966	0	0	Capsule_6.k141_160260_3/2-315	Capsule_6.k141_160260_3	525.0
Capsule_6	A6_2	136015_8	k141_136015	4525	5490	+	966	16	0.012463	Capsule_6.k141_136015_8/2-315	Capsule_6.k141_136015_8	517.0
Capsule_6	A6_2	70104_8	k141_70104	7724	8467	-	744	4	0.00404545	Capsule_6.k141_70104_8/1-241	Capsule_6.k141_70104_8	414.8
Capsule_6	A6_2	70160_1	k141_70160	3	746	+	744	5	0.00505682	Capsule_6.k141_70160_1/1-241	Capsule_6.k141_70160_1	414.0
Capsule_6	A6_2	121352_13	k141_121352	13888	14979	+	1092	31	0.0213609	Capsule_6.k141_121352_13/4-329	Capsule_6.k141_121352_13	371.5
Capsule_6	A6_2	50032_16	k141_50032	12238	13287	-	1050	9	0.00644961	Capsule_6.k141_50032_16/4-331	Capsule_6.k141_50032_16	367.2
Capsule_6	A8_2	11803_3	k141_11803	950	1948	+	999	8	0.00338355	Capsule_6.k141_11803_3/1-328	Capsule_6.k141_11803_3	490.4
Capsule_6	A8_2	136015_5	k141_136015	2723	3721	+	999	69	0.0291831	Capsule_6.k141_136015_5/1-329	Capsule_6.k141_136015_5	484.4
Capsule_6	A8_2	48014_3	k141_48014	941	1939	-	999	34	0.0143801	Capsule_6.k141_48014_3/1-328	Capsule_6.k141_48014_3	479.1
Capsule_6	A8_2	162832_2	k141_162832	741	1676	-	936	0	0	Capsule_6.k141_162832_2/1-304	Capsule_6.k141_162832_2	477.0
Capsule_6	A8_2	47993_3	k141_47993	941	1939	-	999	41	0.0173407	Capsule_6.k141_47993_3/1-328	Capsule_6.k141_47993_3	475.8
Capsule_6	A8_2	121352_11	k141_121352	12022	13059	+	1038	0	0	Capsule_6.k141_121352_11/1-337	Capsule_6.k141_121352_11	444.2
Capsule_6	A8_2	50032_18	k141_50032	14112	15149	-	1038	1	0.000407052	Capsule_6.k141_50032_18/1-338	Capsule_6.k141_50032_18	400.0
Capsule_6	A8_2	160260_1	k141_160260	2	766	+	765	15	0.00828471	Capsule_6.k141_160260_1/2-250	Capsule_6.k141_160260_1	391.3
Capsule_6	A8_2	11803_4	k141_11803	1950	2738	+	789	17	0.00910373	Capsule_6.k141_11803_4/3-262	Capsule_6.k141_11803_4	434.2
Capsule_6	A8_2	48014_2	k141_48014	151	939	-	789	41	0.0219561	Capsule_6.k141_48014_2/3-262	Capsule_6.k141_48014_2	433.9
Capsule_6	A8_2	160260_2	k141_160260	768	1556	+	789	45	0.0240981	Capsule_6.k141_160260_2/3-262	Capsule_6.k141_160260_2	432.0
Capsule_6	A8_2	47993_2	k141_47993	151	939	-	789	41	0.0219561	Capsule_6.k141_47993_2/3-262	Capsule_6.k141_47993_2	420.8
Capsule_6	A8_2	162832_1	k141_162832	3	740	-	738	0	0	Capsule_6.k141_162832_1/2-246	Capsule_6.k141_162832_1	389.4
Capsule_6	A8_2	121352_12	k141_121352	13079	13870	+	792	0	0	Capsule_6.k141_121352_12/4-263	Capsule_6.k141_121352_12	348.7
Capsule_6	A8_2	50032_17	k141_50032	13305	14108	-	804	0	0	Capsule_6.k141_50032_17/9-267	Capsule_6.k141_50032_17	346.3
Capsule_6	A8_2	169180_2	k141_169180	361	1329	-	969	0	0	Capsule_6.k141_169180_2/4-317	Capsule_6.k141_169180_2	526.4
Capsule_6	A8_2	11803_5	k141_11803	2753	3718	+	966	38	0.0166209	Capsule_6.k141_11803_5/2-315	Capsule_6.k141_11803_5	525.2
Capsule_6	A8_2	160260_3	k141_160260	1570	2535	+	966	43	0.0188078	Capsule_6.k141_160260_3/2-315	Capsule_6.k141_160260_3	525.0
Capsule_6	A8_2	136015_8	k141_136015	4525	5490	+	966	46	0.02012	Capsule_6.k141_136015_8/2-315	Capsule_6.k141_136015_8	517.0
Capsule_6	A8_2	70104_8	k141_70104	7724	8467	-	744	48	0.0272594	Capsule_6.k141_70104_8/1-241	Capsule_6.k141_70104_8	414.8
Capsule_6	A8_2	70160_1	k141_70160	3	746	+	744	36	0.0204445	Capsule_6.k141_70160_1/1-241	Capsule_6.k141_70160_1	414.0
Capsule_6	A8_2	121352_13	k141_121352	13888	14979	+	1092	0	0	Capsule_6.k141_121352_13/4-329	Capsule_6.k141_121352_13	371.5
Capsule_6	A8_2	50032_16	k141_50032	12238	13287	-	1050	0	0	Capsule_6.k141_50032_16/4-331	Capsule_6.k141_50032_16	367.2
Capsule_6	O11_2	11803_3	k141_11803	950	1948	+	999	28	0.0116231	Capsule_6.k141_11803_3/1-328	Capsule_6.k141_11803_3	490.4
Capsule_6	O11_2	136015_5	k141_136015	2723	3721	+	999	97	0.0402659	Capsule_6.k141_136015_5/1-329	Capsule_6.k141_136015_5	484.4
Capsule_6	O11_2	48014_3	k141_48014	941	1939	-	999	138	0.0572855	Capsule_6.k141_48014_3/1-328	Capsule_6.k141_48014_3	479.1
Capsule_6	O11_2	162832_2	k141_162832	741	1676	-	936	0	0	Capsule_6.k141_162832_2/1-304	Capsule_6.k141_162832_2	477.0
Capsule_6	O11_2	47993_3	k141_47993	941	1939	-	999	32	0.0132836	Capsule_6.k141_47993_3/1-328	Capsule_6.k141_47993_3	475.8
Capsule_6	O11_2	121352_11	k141_121352	12022	13059	+	1038	0	0	Capsule_6.k141_121352_11/1-337	Capsule_6.k141_121352_11	444.2
Capsule_6	O11_2	50032_18	k141_50032	14112	15149	-	1038	16	0.00639224	Capsule_6.k141_50032_18/1-338	Capsule_6.k141_50032_18	400.0
Capsule_6	O11_2	160260_1	k141_160260	2	766	+	765	4	0.00216835	Capsule_6.k141_160260_1/2-250	Capsule_6.k141_160260_1	391.3
Capsule_6	O11_2	11803_4	k141_11803	1950	2738	+	789	29	0.0152423	Capsule_6.k141_11803_4/3-262	Capsule_6.k141_11803_4	434.2
Capsule_6	O11_2	48014_2	k141_48014	151	939	-	789	135	0.0709557	Capsule_6.k141_48014_2/3-262	Capsule_6.k141_48014_2	433.9
Capsule_6	O11_2	160260_2	k141_160260	768	1556	+	789	14	0.00735837	Capsule_6.k141_160260_2/3-262	Capsule_6.k141_160260_2	432.0
Capsule_6	O11_2	47993_2	k141_47993	151	939	-	789	14	0.00735837	Capsule_6.k141_47993_2/3-262	Capsule_6.k141_47993_2	420.8
Capsule_6	O11_2	162832_1	k141_162832	3	740	-	738	0	0	Capsule_6.k141_162832_1/2-246	Capsule_6.k141_162832_1	389.4
Capsule_6	O11_2	121352_12	k141_121352	13079	13870	+	792	0	0	Capsule_6.k141_121352_12/4-263	Capsule_6.k141_121352_12	348.7
Capsule_6	O11_2	50032_17	k141_50032	13305	14108	-	804	12	0.00618951	Capsule_6.k141_50032_17/9-267	Capsule_6.k141_50032_17	346.3
Capsule_6	O11_2	169180_2	k141_169180	361	1329	-	969	0	0	Capsule_6.k141_169180_2/4-317	Capsule_6.k141_169180_2	526.4
Capsule_6	O11_2	11803_5	k141_11803	2753	3718	+	966	63	0.0270454	Capsule_6.k141_11803_5/2-315	Capsule_6.k141_11803_5	525.2
Capsule_6	O11_2	160260_3	k141_160260	1570	2535	+	966	47	0.0201768	Capsule_6.k141_160260_3/2-315	Capsule_6.k141_160260_3	525.0
Capsule_6	O11_2	136015_8	k141_136015	4525	5490	+	966	193	0.0828535	Capsule_6.k141_136015_8/2-315	Capsule_6.k141_136015_8	517.0
Capsule_6	O11_2	70104_8	k141_70104	7724	8467	-	744	131	0.0730179	Capsule_6.k141_70104_8/1-241	Capsule_6.k141_70104_8	414.8
Capsule_6	O11_2	70160_1	k141_70160	3	746	+	744	19	0.0105904	Capsule_6.k141_70160_1/1-241	Capsule_6.k141_70160_1	414.0
Capsule_6	O11_2	121352_13	k141_121352	13888	14979	+	1092	2	0.000759518	Capsule_6.k141_121352_13/4-329	Capsule_6.k141_121352_13	371.5
Capsule_6	O11_2	50032_16	k141_50032	12238	13287	-	1050	25	0.00987374	Capsule_6.k141_50032_16/4-331	Capsule_6.k141_50032_16	367.2
Capsule_6	O13_2	11803_3	k141_11803	950	1948	+	999	18	0.0132314	Capsule_6.k141_11803_3/1-328	Capsule_6.k141_11803_3	490.4
Capsule_6	O13_2	136015_5	k141_136015	2723	3721	+	999	49	0.0360188	Capsule_6.k141_136015_5/1-329	Capsule_6.k141_136015_5	484.4
Capsule_6	O13_2	48014_3	k141_48014	941	1939	-	999	56	0.0411644	Capsule_6.k141_48014_3/1-328	Capsule_6.k141_48014_3	479.1
Capsule_6	O13_2	162832_2	k141_162832	741	1676	-	936	0	0	Capsule_6.k141_162832_2/1-304	Capsule_6.k141_162832_2	477.0
Capsule_6	O13_2	47993_3	k141_47993	941	1939	-	999	40	0.0294031	Capsule_6.k141_47993_3/1-328	Capsule_6.k141_47993_3	475.8
Capsule_6	O13_2	121352_11	k141_121352	12022	13059	+	1038	0	0	Capsule_6.k141_121352_11/1-337	Capsule_6.k141_121352_11	444.2
Capsule_6	O13_2	50032_18	k141_50032	14112	15149	-	1038	9	0.00636714	Capsule_6.k141_50032_18/1-338	Capsule_6.k141_50032_18	400.0
Capsule_6	O13_2	160260_1	k141_160260	2	766	+	765	45	0.0431967	Capsule_6.k141_160260_1/2-250	Capsule_6.k141_160260_1	391.3
Capsule_6	O13_2	11803_4	k141_11803	1950	2738	+	789	18	0.0167531	Capsule_6.k141_11803_4/3-262	Capsule_6.k141_11803_4	434.2
Capsule_6	O13_2	48014_2	k141_48014	151	939	-	789	21	0.0195453	Capsule_6.k141_48014_2/3-262	Capsule_6.k141_48014_2	433.9
Capsule_6	O13_2	160260_2	k141_160260	768	1556	+	789	26	0.0241989	Capsule_6.k141_160260_2/3-262	Capsule_6.k141_160260_2	432.0
Capsule_6	O13_2	47993_2	k141_47993	151	939	-	789	26	0.0241989	Capsule_6.k141_47993_2/3-262	Capsule_6.k141_47993_2	420.8
Capsule_6	O13_2	162832_1	k141_162832	3	740	-	738	0	0	Capsule_6.k141_162832_1/2-246	Capsule_6.k141_162832_1	389.4
Capsule_6	O13_2	121352_12	k141_121352	13079	13870	+	792	1	0.000927201	Capsule_6.k141_121352_12/4-263	Capsule_6.k141_121352_12	348.7
Capsule_6	O13_2	50032_17	k141_50032	13305	14108	-	804	4	0.00365345	Capsule_6.k141_50032_17/9-267	Capsule_6.k141_50032_17	346.3
Capsule_6	O13_2	169180_2	k141_169180	361	1329	-	969	0	0	Capsule_6.k141_169180_2/4-317	Capsule_6.k141_169180_2	526.4
Capsule_6	O13_2	11803_5	k141_11803	2753	3718	+	966	51	0.0387697	Capsule_6.k141_11803_5/2-315	Capsule_6.k141_11803_5	525.2
Capsule_6	O13_2	160260_3	k141_160260	1570	2535	+	966	40	0.0304076	Capsule_6.k141_160260_3/2-315	Capsule_6.k141_160260_3	525.0
Capsule_6	O13_2	136015_8	k141_136015	4525	5490	+	966	46	0.0349687	Capsule_6.k141_136015_8/2-315	Capsule_6.k141_136015_8	517.0
Capsule_6	O13_2	70104_8	k141_70104	7724	8467	-	744	30	0.0296106	Capsule_6.k141_70104_8/1-241	Capsule_6.k141_70104_8	414.8
Capsule_6	O13_2	70160_1	k141_70160	3	746	+	744	33	0.0325717	Capsule_6.k141_70160_1/1-241	Capsule_6.k141_70160_1	414.0
Capsule_6	O13_2	121352_13	k141_121352	13888	14979	+	1092	0	0	Capsule_6.k141_121352_13/4-329	Capsule_6.k141_121352_13	371.5
Capsule_6	O13_2	50032_16	k141_50032	12238	13287	-	1050	15	0.0104906	Capsule_6.k141_50032_16/4-331	Capsule_6.k141_50032_16	367.2
Capsule_6	O15_2	11803_3	k141_11803	950	1948	+	999	19	0.0114969	Capsule_6.k141_11803_3/1-328	Capsule_6.k141_11803_3	490.4
Capsule_6	O15_2	136015_5	k141_136015	2723	3721	+	999	31	0.0187581	Capsule_6.k141_136015_5/1-329	Capsule_6.k141_136015_5	484.4
Capsule_6	O15_2	48014_3	k141_48014	941	1939	-	999	39	0.0235989	Capsule_6.k141_48014_3/1-328	Capsule_6.k141_48014_3	479.1
Capsule_6	O15_2	162832_2	k141_162832	741	1676	-	936	0	0	Capsule_6.k141_162832_2/1-304	Capsule_6.k141_162832_2	477.0
Capsule_6	O15_2	47993_3	k141_47993	941	1939	-	999	44	0.0266244	Capsule_6.k141_47993_3/1-328	Capsule_6.k141_47993_3	475.8
Capsule_6	O15_2	121352_11	k141_121352	12022	13059	+	1038	5	0.00291182	Capsule_6.k141_121352_11/1-337	Capsule_6.k141_121352_11	444.2
Capsule_6	O15_2	50032_18	k141_50032	14112	15149	-	1038	0	0	Capsule_6.k141_50032_18/1-338	Capsule_6.k141_50032_18	400.0
Capsule_6	O15_2	160260_1	k141_160260	2	766	+	765	23	0.0181744	Capsule_6.k141_160260_1/2-250	Capsule_6.k141_160260_1	391.3
Capsule_6	O15_2	11803_4	k141_11803	1950	2738	+	789	32	0.0245169	Capsule_6.k141_11803_4/3-262	Capsule_6.k141_11803_4	434.2
Capsule_6	O15_2	48014_2	k141_48014	151	939	-	789	29	0.0222184	Capsule_6.k141_48014_2/3-262	Capsule_6.k141_48014_2	433.9
Capsule_6	O15_2	160260_2	k141_160260	768	1556	+	789	25	0.0191538	Capsule_6.k141_160260_2/3-262	Capsule_6.k141_160260_2	432.0
Capsule_6	O15_2	47993_2	k141_47993	151	939	-	789	21	0.0160892	Capsule_6.k141_47993_2/3-262	Capsule_6.k141_47993_2	420.8
Capsule_6	O15_2	162832_1	k141_162832	3	740	-	738	0	0	Capsule_6.k141_162832_1/2-246	Capsule_6.k141_162832_1	389.4
Capsule_6	O15_2	121352_12	k141_121352	13079	13870	+	792	7	0.00534276	Capsule_6.k141_121352_12/4-263	Capsule_6.k141_121352_12	348.7
Capsule_6	O15_2	50032_17	k141_50032	13305	14108	-	804	1	0.000751859	Capsule_6.k141_50032_17/9-267	Capsule_6.k141_50032_17	346.3
Capsule_6	O15_2	169180_2	k141_169180	361	1329	-	969	0	0	Capsule_6.k141_169180_2/4-317	Capsule_6.k141_169180_2	526.4
Capsule_6	O15_2	11803_5	k141_11803	2753	3718	+	966	40	0.0250308	Capsule_6.k141_11803_5/2-315	Capsule_6.k141_11803_5	525.2
Capsule_6	O15_2	160260_3	k141_160260	1570	2535	+	966	49	0.0306628	Capsule_6.k141_160260_3/2-315	Capsule_6.k141_160260_3	525.0
